domain,nameserver,ip,request,response,tc
veiligvakmanschap.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1619,
cito.nl,ns1.zurich.surf.net.,195.176.255.9,90,1618,
nrgd.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1618,
nrgd.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1618,
nrgd.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1618,
cert.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1617,
cert.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1617,
cert.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1617,
in-made.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1617,
in-made.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1617,
in-made.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1617,
dagvandeforensischezorg.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1616,
dagvandeforensischezorg.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1616,
dagvandeforensischezorg.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1616,
nctv.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1616,
nctv.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1616,
nctv.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1616,
slimmezorgestafette2022.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1616,
slimmezorgestafette2022.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1616,
slimmezorgestafette2022.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1616,
a4haaglanden-n14.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,1615,
a4haaglanden-n14.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1615,
a4haaglanden-n14.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1615,
infomil.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1615,
infomil.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1615,
infomil.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1615,
talentisbelangrijker.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,106,1615,
talentisbelangrijker.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,106,1615,
talentisbelangrijker.nl,ns3.rijksoverheidnl.org.,145.100.177.67,106,1615,
naarnederland.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1614,
naarnederland.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1614,
naarnederland.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1614,
ncab.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1614,
ncab.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1614,
ncab.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1614,
omgevingswijzer.org,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1614,
omgevingswijzer.org,ns3.rijksoverheidnl.org.,145.100.177.67,102,1614,
omgevingswijzer.org,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1614,
kemprogramma.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1610,
kemprogramma.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1610,
kemprogramma.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1610,
wpfc2020.com,ns1.rijksoverheidnl.nl.,178.22.85.27,95,1610,
wpfc2020.com,ns3.rijksoverheidnl.org.,145.100.177.67,95,1610,
wpfc2020.com,ns2.rijksoverheidnl.eu.,94.228.142.136,95,1610,
incca.org,ns3.rijksoverheidnl.org.,145.100.177.67,92,1608,
incca.org,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1608,
incca.org,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1608,
waddenzee.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,1607,
waddenzee.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,1607,
waddenzee.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,1607,
aaninhetdonker.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1606,
aaninhetdonker.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1606,
aaninhetdonker.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1606,
nas-adaptatietool.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1606,
nas-adaptatietool.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1606,
nas-adaptatietool.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1606,
digitoegankelijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1605,
digitoegankelijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,1605,
digitoegankelijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1605,
kreekraksluizen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1605,
kreekraksluizen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1605,
kreekraksluizen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1605,
n3werkzaamheden.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1605,
n3werkzaamheden.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1605,
n3werkzaamheden.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1605,
vangbuitenshuis.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1605,
vangbuitenshuis.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1605,
vangbuitenshuis.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1605,
nix18.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1604,
nix18.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1604,
nix18.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1604,
operatiepositron.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1603,
operatiepositron.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,1603,
operatiepositron.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1603,
knmidata.nl,ns3.rijksoverheidnl.org.,145.100.177.67,94,1601,
knmidata.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,94,1601,
knmidata.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,94,1601,
lintjes.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1601,
lintjes.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1601,
lintjes.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1601,
rabarijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,94,1601,
rabarijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,94,1601,
rabarijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,94,1601,
ctivd.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1600,
ctivd.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1600,
ctivd.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1600,
lokale-democratie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1600,
lokale-democratie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1600,
lokale-democratie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1600,
two-acs.com,ns3.rijksoverheidnl.org.,145.100.177.67,94,1600,
two-acs.com,ns2.rijksoverheidnl.eu.,94.228.142.136,94,1600,
two-acs.com,ns1.rijksoverheidnl.nl.,178.22.85.27,94,1600,
visinhetho.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,1600,
visinhetho.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,1600,
visinhetho.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,1600,
regelsvoordieren.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1599,
regelsvoordieren.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,1599,
regelsvoordieren.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1599,
sportakkoord.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1599,
sportakkoord.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1599,
sportakkoord.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1599,
basisinformatie-overstromingen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,116,1598,
basisinformatie-overstromingen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,116,1598,
basisinformatie-overstromingen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,116,1598,
hwbp.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1597,
hwbp.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1597,
hwbp.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1597,
dutchsocialmediaguide.nl,ns3.rijksoverheidnl.org.,145.100.177.67,107,1596,
dutchsocialmediaguide.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,107,1596,
dutchsocialmediaguide.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,107,1596,
supportschonesport.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1596,
supportschonesport.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1596,
supportschonesport.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1596,
afvalcirculair.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1595,
afvalcirculair.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1595,
afvalcirculair.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1595,
knawonderwijsprijs.nl,ns3.surfnet.nl.,195.169.124.71,104,1595,
knawonderwijsprijs.nl,ns2.surfnet.nl.,192.87.36.2,104,1595,
knawonderwijsprijs.nl,ns1.surfnet.nl.,192.87.106.101,104,1595,
helpdeskbouwregels.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1593,
helpdeskbouwregels.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1593,
helpdeskbouwregels.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1593,
podcastdedienst.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1593,
podcastdedienst.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1593,
podcastdedienst.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1593,
caorijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1591,
caorijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1591,
caorijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1591,
vera-2r.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1591,
vera-2r.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1591,
vera-2r.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1591,
cito.nl,ns2.surfnet.nl.,192.87.36.2,90,1590,
cito.nl,ns3.surfnet.nl.,195.169.124.71,90,1590,
cito.nl,ns1.surfnet.nl.,192.87.106.101,90,1590,
demijnraad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,1590,
demijnraad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,1590,
demijnraad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,1590,
one-conference.nl,ns4.as41887.it.,94.228.142.168,100,1590,
one-conference.nl,ns3.as41887.io.,165.227.154.158,100,1590,
one-conference.nl,ns1.as41887.nl.,94.228.129.129,100,1590,
herkomstgezocht.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1589,
herkomstgezocht.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1589,
herkomstgezocht.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1589,
bodemplus.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,1587,
bodemplus.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,1587,
bodemplus.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,1587,
a58tilburgbreda.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1586,
a58tilburgbreda.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1586,
a58tilburgbreda.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1586,
mirta2deilvught.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1586,
mirta2deilvught.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1586,
mirta2deilvught.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1586,
verkiezingsuitslagen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,106,1586,
verkiezingsuitslagen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,106,1586,
verkiezingsuitslagen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,106,1586,
a4burgerveen-n14.nl,ns3.rijksoverheidnl.org.,145.100.177.67,102,1585,
a4burgerveen-n14.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,102,1585,
a4burgerveen-n14.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,102,1585,
rwsnatura2000.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1585,
rwsnatura2000.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1585,
rwsnatura2000.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1585,
nationaleparkenbureau.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,107,1584,
nationaleparkenbureau.nl,ns3.rijksoverheidnl.org.,145.100.177.67,107,1584,
nationaleparkenbureau.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,107,1584,
atlasleefomgeving.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1583,
atlasleefomgeving.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1583,
atlasleefomgeving.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1583,
open-overheid.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1583,
open-overheid.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1583,
open-overheid.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1583,
nlinuk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1581,
nlinuk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1581,
nlinuk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,1581,
oprijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1581,
oprijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1581,
oprijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,1581,
lzalp.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1580,
lzalp.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1580,
lzalp.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1580,
zorgvannu.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,95,1580,
zorgvannu.nl,ns3.rijksoverheidnl.org.,145.100.177.67,95,1580,
zorgvannu.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,95,1580,
mijnvraagovercorona.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,1579,
mijnvraagovercorona.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,1579,
mijnvraagovercorona.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,1579,
toolkitomgevingswet.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,1579,
toolkitomgevingswet.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,1579,
toolkitomgevingswet.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,1579,
binnl.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1577,
binnl.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1577,
binnl.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1577,
werkenbijhetom.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1577,
werkenbijhetom.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1577,
werkenbijhetom.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1577,
geluidgegevens.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1576,
geluidgegevens.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1576,
geluidgegevens.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1576,
jonglereneten.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1576,
jonglereneten.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1576,
jonglereneten.nl,ns3.rijksoverheidnl.org.,145.100.177.67,99,1576,
vreemdelingendocumenten.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,109,1576,
vreemdelingendocumenten.nl,ns3.rijksoverheidnl.org.,145.100.177.67,109,1576,
vreemdelingendocumenten.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,109,1576,
werkconferentie-lnv.nl,ns3.rijksoverheidnl.org.,145.100.177.67,105,1576,
werkconferentie-lnv.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,105,1576,
werkconferentie-lnv.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,105,1576,
delichtkogel.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1575,
delichtkogel.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1575,
delichtkogel.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1575,
geleacademie.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1575,
geleacademie.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1575,
geleacademie.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1575,
rwscirculair.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1575,
rwscirculair.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1575,
rwscirculair.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1575,
rwsinnoveert.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1575,
rwsinnoveert.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1575,
rwsinnoveert.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1575,
ctpveldzicht.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1574,
ctpveldzicht.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1574,
ctpveldzicht.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1574,
flitspanel.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,1574,
flitspanel.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,1574,
flitspanel.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,1574,
dihoo.eu,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1571,
dihoo.eu,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1571,
dihoo.eu,ns3.rijksoverheidnl.org.,145.100.177.67,91,1571,
kik-v.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1571,
kik-v.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1571,
kik-v.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1571,
oteam.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1571,
oteam.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1571,
oteam.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1571,
vnacs.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1571,
vnacs.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1571,
vnacs.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1571,
cyber-magazine.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1570,
cyber-magazine.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1570,
cyber-magazine.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1570,
algemenerekenkamer.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1569,
algemenerekenkamer.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1569,
algemenerekenkamer.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1569,
dsta.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1569,
dsta.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1569,
dsta.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1569,
toezichtresultaten.nl,ns3.rijksoverheidnl.org.,145.100.177.67,104,1569,
toezichtresultaten.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,104,1569,
toezichtresultaten.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,104,1569,
academieinternationalebetrekkingen.nl,ns3.rijksoverheidnl.org.,145.100.177.67,120,1568,
academieinternationalebetrekkingen.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,120,1568,
academieinternationalebetrekkingen.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,120,1568,
locov.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1567,
locov.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1567,
locov.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1567,
blankenburgverbinding.nl,ns3.rijksoverheidnl.org.,145.100.177.67,107,1566,
blankenburgverbinding.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,107,1566,
blankenburgverbinding.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,107,1566,
northseaportal.eu,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1565,
northseaportal.eu,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1565,
northseaportal.eu,ns3.rijksoverheidnl.org.,145.100.177.67,100,1565,
topcorridors.com,ns3.rijksoverheidnl.org.,145.100.177.67,99,1565,
topcorridors.com,ns1.rijksoverheidnl.nl.,178.22.85.27,99,1565,
topcorridors.com,ns2.rijksoverheidnl.eu.,94.228.142.136,99,1565,
wkotool.nl,ns3.rijksoverheidnl.org.,145.100.177.67,93,1564,
wkotool.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,93,1564,
wkotool.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,93,1564,
meldpuntbodemkwaliteit.nl,ns3.rijksoverheidnl.org.,145.100.177.67,108,1563,
meldpuntbodemkwaliteit.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,108,1563,
meldpuntbodemkwaliteit.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,108,1563,
nldesignsystem.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1563,
nldesignsystem.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1563,
nldesignsystem.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1563,
agendastad.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,96,1561,
agendastad.nl,ns3.rijksoverheidnl.org.,145.100.177.67,96,1561,
agendastad.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,96,1561,
dggf.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1561,
dggf.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1561,
dggf.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1561,
eiti.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1561,
eiti.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1561,
eiti.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1561,
nmbf.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1561,
nmbf.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1561,
nmbf.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1561,
pagw.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,90,1561,
pagw.nl,ns3.rijksoverheidnl.org.,145.100.177.67,90,1561,
pagw.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,90,1561,
via15.nl,ns3.rijksoverheidnl.org.,145.100.177.67,91,1559,
via15.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,91,1559,
via15.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,91,1559,
fitopjouwmanier.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1558,
fitopjouwmanier.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1558,
fitopjouwmanier.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1558,
e-rihs.nl,ns3.rijksoverheidnl.org.,145.100.177.67,92,1557,
e-rihs.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,92,1557,
e-rihs.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,92,1557,
debaanvanhetleven.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,103,1556,
debaanvanhetleven.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,103,1556,
debaanvanhetleven.nl,ns3.rijksoverheidnl.org.,145.100.177.67,103,1556,
monozakelijk.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,98,1556,
monozakelijk.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1556,
monozakelijk.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1556,
tradewithnl.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1556,
tradewithnl.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1556,
tradewithnl.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1556,
leefbaarometer.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1555,
leefbaarometer.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1555,
leefbaarometer.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1555,
novistukken.nl,ns3.rijksoverheidnl.org.,145.100.177.67,97,1555,
novistukken.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,97,1555,
novistukken.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,97,1555,
overvaccineren.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,100,1555,
overvaccineren.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,100,1555,
overvaccineren.nl,ns3.rijksoverheidnl.org.,145.100.177.67,100,1555,
infomilcn.com,ns2.rijksoverheidnl.eu.,94.228.142.136,96,1554,
infomilcn.com,ns1.rijksoverheidnl.nl.,178.22.85.27,96,1554,
infomilcn.com,ns3.rijksoverheidnl.org.,145.100.177.67,96,1554,
verbeter-direkt.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,101,1554,
verbeter-direkt.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,101,1554,
verbeter-direkt.nl,ns3.rijksoverheidnl.org.,145.100.177.67,101,1554,
groenalliantiemiddenholland.nl,ns3.rijksoverheidnl.org.,145.100.177.67,113,1553,
groenalliantiemiddenholland.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,113,1553,
groenalliantiemiddenholland.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,113,1553,
netherlandsworldwide.nl,a16-65.akam.net.,23.211.132.65,106,1553,
netherlandsworldwide.nl,a7-66.akam.net.,23.61.199.66,106,1553,
netherlandsworldwide.nl,a2-67.akam.net.,95.100.174.67,106,1553,
netherlandsworldwide.nl,a1-22.akam.net.,193.108.91.22,106,1553,
netherlandsworldwide.nl,a9-66.akam.net.,184.85.248.66,106,1553,
netherlandsworldwide.nl,a6-65.akam.net.,23.211.133.65,106,1553,
broloket.nl,ns3.rijksoverheidnl.org.,145.100.177.67,94,1550,
broloket.nl,ns1.rijksoverheidnl.nl.,178.22.85.27,94,1550,
broloket.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,94,1550,
commissiebbv.nl,ns2.rijksoverheidnl.eu.,94.228.142.136,98,1550,
commissiebbv.nl,ns3.rijksoverheidnl.org.,145.100.177.67,98,1550,
